"CALLERTYPE","CITY","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","DESCRIPTION","EXPLANATION","GROUP","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBADDRESS","PROBADDTYPE","PROBLEMCODE","PROBZIP","REQUESTID","SRX","SRY","STATUS","SUBMITTO","WARD"
"","","","2010-05-17 00:00:00.0","2010-05-17 15:44:30.0","2009-07-21 15:10:13.0","Short Term Initiativ","","NSO Initiatives","74","","2010-04-14 00:00:00.0","1175 RIVERVIEW","B","Short Term Initiativ","","64639","894722.00000000","1052237.00000000","CLOSED","NST,","02"
"","","2009-07-23 15:44:35.0","","","2009-07-22 09:29:17.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","66","Inspect private tree - possibly hazardous","2009-08-11 00:00:00.0","1914-16 E WARNE","B","Inspect Private Tree","","64781","901853.00000000","1035407.00000000","CANCEL","FORESTRY,","03"
"","","","2009-09-02 00:00:00.0","2009-09-03 16:58:52.0","2009-07-22 10:06:36.0","Derelict Vehicle - Right of Way","","Vehicles","73","Derelict vehicle in the street","2009-08-11 00:00:00.0","5941 SUMMITT","B","Derelict-Rt of Way","","64836","892070.00000000","1048280.00000000","CLOSED","NST,","27"
"","","","2009-07-29 00:00:00.0","2009-07-29 08:56:49.0","2009-07-22 10:12:00.0","Potholes - Alley","","Right of Way Issues","46","Pothole in the alley","2009-08-13 00:00:00.0","6239 WASHINGTON","B","Potholes - Alley","","64843","876978.00000000","1027376.00000000","CLOSED","STREET DIVISION, 514","28"
"","","","2009-08-03 00:00:00.0","2010-08-30 08:38:42.0","2009-07-22 10:53:21.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","12","Inspect city tree","2009-08-11 00:00:00.0","5228 WILSON","B","Inspect City Tree","","64914","884759.00000000","1013045.00000000","CLOSED","FORESTRY,","10"
"","","","2009-07-29 00:00:00.0","2009-07-29 15:17:31.0","2009-07-22 14:04:32.0","Vacant Building, Unsecured","","Prpty Insp Exterior","66","Vacant building needs to be boarded up","2009-08-11 00:00:00.0","1452 LINTON","B","Vacnt Bldg Unsecured","","65039","902931.00000000","1035058.00000000","CLOSED","BUILDING DIV,","02"
"","","","2009-07-30 00:00:00.0","2009-07-30 16:02:18.0","2009-07-22 16:51:49.0","Weeds-Vacant Bldg","Seasonal Only. Service is available from March 1 through September 30.","Weeds/Grass","19","High weeds/grass around vacant building","2009-12-01 00:00:00.0","3453 PENNSYLVANIA AVE","B","Weeds-Vacant Bldg","63118","65216","896206.46300000","1004782.03800000","CLOSED","FORESTRY,","20"
"","St. Louis","","2009-08-13 00:00:00.0","2009-08-13 10:01:39.0","2009-07-23 09:07:29.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","05","Inspect city tree","2009-08-12 00:00:00.0","5659 LEONA ST","B","Inspect City Tree","","65318","887191.00000000","997347.00000000","CLOSED","FORESTRY,","13"
"","","","2009-08-04 00:00:00.0","2009-08-04 11:53:09.0","2009-07-23 09:38:17.0","Sign needs attention","Select this option for non-critical signs (street cleaning, no parking, etc.)","Street Sign/Painting","05","Traffic sign needs repair","2009-07-28 00:00:00.0","5236 MORGANFORD RD","B","Sign needs attention","","65359","886543.00000000","999608.00000000","CLOSED","TRAFFIC DIVISION, 511","13"
"WEB","","","2009-07-28 00:00:00.0","2009-07-28 08:15:37.0","2009-07-23 11:50:55.0","Disabled Parking","","Disability Issues","15","Concern regarding disabled parking","2009-08-03 00:00:00.0","3116 GURNEY","B","Disabled Parking","","65510","886575.00000000","1009014.00000000","CLOSED","OFC ON DISABLED,","08"
"","St. Louis","","2009-08-10 00:00:00.0","2009-08-10 11:20:52.0","2009-07-23 13:30:37.0","Derelict Vehicle - Private Property","","Vehicles","16","Derelict vehicle on private property","2009-08-21 00:00:00.0","5005-11 VIRGINIA AVE","B","Derelict-Privt Ppty","63111","65574","893149.00000000","996338.00000000","CLOSED","NST,","25"
"","","","2010-04-30 00:00:00.0","2010-04-30 19:08:18.0","2009-07-23 16:19:24.0","Short Term Initiativ","","NSO Initiatives","06","","2010-04-16 00:00:00.0","5220 FINKMAN","B","Short Term Initiativ","","65708","881274.00000000","998666.00000000","CLOSED","NST,","12"
"","","","2009-08-10 00:00:00.0","2009-08-10 10:45:04.0","2009-07-24 08:15:27.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","04","Inspect city tree","2009-08-13 00:00:00.0","4157 WEBER","B","Inspect City Tree","","65763","881628.00000000","991531.00000000","CLOSED","FORESTRY,","12"
"","St. Louis","","2009-08-07 00:00:00.0","2009-08-07 10:52:01.0","2009-07-24 08:28:11.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","07","Inspect city tree","2009-08-13 00:00:00.0","5026 NOTTINGHAM AV","B","Inspect City Tree","","65783","883234.00000000","1002013.00000000","CLOSED","FORESTRY,","14"
"","St. Louis","","2009-08-04 00:00:00.0","2009-12-29 12:06:49.0","2009-07-24 12:26:46.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","19","Inspect private tree - possibly hazardous","2009-08-13 00:00:00.0","3457 MIAMI ST","B","Inspect Private Tree","63118","66067","893963.00000000","1004477.00000000","CLOSED","FORESTRY,","15"
"","","","2009-08-03 00:00:00.0","2009-08-03 11:25:18.0","2009-07-24 14:35:05.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","13","Inspect city tree","2009-08-13 00:00:00.0","5400 REBER PL","B","Inspect City Tree","","66133","883341.00000000","1010400.00000000","CLOSED","FORESTRY,","10"
"","St. Louis","","2009-08-03 00:00:00.0","2010-08-30 08:38:09.0","2009-07-27 08:40:47.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","13","Inspect city tree","2009-08-14 00:00:00.0","5445 REBER PL","B","Inspect City Tree","","66245","882944.00000000","1010704.00000000","CLOSED","FORESTRY,","10"
"","St. Louis","","2009-07-29 00:00:00.0","2009-07-30 11:19:56.0","2009-07-27 10:00:53.0","Containr damaged","If you have a roll-out container, please leave it in the street until a Refuse maintenance crew comes to make repairs.","Graffiti","04","Container is damaged/has graffiti","2009-07-30 00:00:00.0","7828 LEONA ST","B","Containr damaged","","66321","882937.00000000","991261.00000000","CLOSED","REFUSE,","12"
"","St. Louis","","2009-08-07 00:00:00.0","2009-08-07 10:58:46.0","2009-07-27 10:35:22.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2009-08-14 00:00:00.0","5942 CRANE CIRCLE","B","Inspect City Tree","63109","66352","877853.00000000","999138.00000000","CLOSED","FORESTRY,","16"
"","","","2009-08-03 00:00:00.0","2009-08-03 15:35:50.0","2009-07-27 11:01:53.0","Sign needs attention","Select this option for non-critical signs (street cleaning, no parking, etc.)","Street Sign/Painting","64","Traffic sign needs repair","2009-07-30 00:00:00.0","1430 N BROADWAY","B","Sign needs attention","","66392","910033.00000000","1021641.00000000","CLOSED","TRAFFIC DIVISION, 511","07"
"","St. Louis","","2009-09-01 00:00:00.0","2009-09-01 13:20:53.0","2009-07-27 12:34:38.0","Derelict Vehicle - Private Property","","Vehicles","72","Derelict vehicle on private property","2009-08-25 00:00:00.0","4919 BEACON ","B","Derelict-Privt Ppty","63120","66467","890353.00000000","1041460.00000000","CLOSED","NST,","27"
"","","","2009-09-01 00:00:00.0","2009-09-01 13:21:27.0","2009-07-27 12:36:47.0","Derelict Vehicle - Private Property","","Vehicles","72","Derelict vehicle on private property","2009-08-25 00:00:00.0","4921 BEACON ","B","Derelict-Privt Ppty","","66469","890379.00000000","1041478.00000000","CLOSED","NST,","27"
"","","","2009-09-02 00:00:00.0","2009-09-02 12:55:30.0","2009-07-28 09:07:48.0","Derelict Vehicle - Private Property","","Vehicles","73","Derelict vehicle on private property","2009-08-26 00:00:00.0","5970 PAMPLIN","B","Derelict-Privt Ppty","","66782","891865.00000000","1048753.00000000","CLOSED","NST,","27"
"","","","2009-09-02 00:00:00.0","2009-09-02 12:46:34.0","2009-07-28 09:14:29.0","Derelict Vehicle - Private Property","","Vehicles","73","Derelict vehicle on private property","2009-08-26 00:00:00.0","5969 PARK LN","B","Derelict-Privt Ppty","","66793","891951.00000000","1048694.00000000","CLOSED","NST,","27"
"","St. Louis","","2009-07-28 00:00:00.0","2009-07-28 10:00:09.0","2009-07-28 10:00:09.0","Public Nuisance Report","","Nuisance Complaint","16","","","3614 GASCONADE ST","B","Public Nuisance Rpt","","66869","893053.85000000","1000909.79000000","CLOSED","NST,","25"
"WEB","St. Louis","","2009-08-07 00:00:00.0","2009-08-07 10:56:00.0","2009-07-28 12:32:48.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2009-08-17 00:00:00.0","5810 FINKMAN ST","B","Inspect City Tree","63109","67029","878821.00000000","999024.00000000","CLOSED","FORESTRY,","16"
"WEB","St. Louis","","2009-08-07 00:00:00.0","2009-08-07 10:54:13.0","2009-07-28 12:36:11.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2009-08-17 00:00:00.0","5811 FINKMAN ST","B","Inspect City Tree","63109","67032","878820.00000000","999172.00000000","CLOSED","FORESTRY,","16"
"","","","2009-09-02 00:00:00.0","2009-09-02 12:40:30.0","2009-07-28 13:06:01.0","Derelict Vehicle - Private Property","","Vehicles","76","Derelict vehicle on private property","2009-08-26 00:00:00.0","5609 GOODFELLOW ","B","Derelict-Privt Ppty","","67049","889381.00000000","1047493.00000000","CLOSED","NST,","27"
"","St. Louis","","2009-08-04 00:00:00.0","2010-03-24 22:01:43.0","2009-07-28 14:59:11.0","Repeated resident mis-use","","Trash/Debris","15","Resident improperly disposing of refuse","2009-08-11 00:00:00.0","4038 UTAH ST","B","Impropr resdnt displ","63116","67159","890256.27300000","1006695.71900000","CLOSED","ENVIRONMENTAL INVESTIGATIONS,","15"
"","","","2009-08-08 00:00:00.0","2009-08-08 07:22:38.0","2009-07-29 09:17:41.0","Vacant Building, Unsecured","","Prpty Insp Exterior","55","Vacant building needs to be boarded up","2009-08-18 00:00:00.0","4747 NORTHLAND AV","B","Vacnt Bldg Unsecured","","67299","891365.00000000","1031734.00000000","CLOSED","BUILDING DIV,","04"
"","St. Louis","2009-07-29 15:08:16.0","","","2009-07-29 10:42:49.0","Short Term Initiativ","","NSO Initiatives","05","","2010-04-22 00:00:00.0","5028 MORGAN FORD RD","B","Short Term Initiativ","63116","67403","886915.00000000","1000088.00000000","CANCEL","NST,","14"
"","St. Louis","","2009-08-21 00:00:00.0","2009-08-21 16:02:26.0","2009-07-29 15:41:29.0","Caller Contact Info Required","","Prpty Insp Comml","27","Inspect for interior building code violations","2009-08-18 00:00:00.0","3629 SHENANDOAH AV","B","Ppty Maint Code-Int","","67609","893969.00000000","1011039.00000000","CLOSED","BUILDING DIV,","08"
"","","","2010-04-30 00:00:00.0","2010-04-30 19:20:14.0","2009-07-31 17:29:49.0","Short Term Initiativ","","NSO Initiatives","06","","2010-04-26 00:00:00.0","7326 HAMPTON","B","Short Term Initiativ","","68587","878642.00000000","995679.00000000","CLOSED","NST,","12"
"WEB","St. Louis","","2009-08-17 00:00:00.0","2009-08-17 11:59:37.0","2009-08-03 09:46:30.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","07","Inspect city tree","2009-08-21 00:00:00.0","5212 WINONA AV","B","Inspect City Tree","","68723","883080.00000000","1003989.00000000","CLOSED","FORESTRY,","14"
"","St. Louis","","2009-09-01 00:00:00.0","2009-09-01 11:09:49.0","2009-08-03 10:14:30.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","09","Inspect city tree","2009-08-21 00:00:00.0","6976 PERNOD AV","B","Inspect City Tree","","68753","874160.00000000","1006755.00000000","CLOSED","FORESTRY,","23"
"","St. Louis","","2009-08-03 00:00:00.0","2009-08-05 15:12:20.0","2009-08-03 11:00:45.0","Debris-alley/street","","Trash/Debris","78","Debris dumped in the street or alley","2009-08-06 00:00:00.0","5345 MINERVA AV","B","Debris-alley/street","","68790","885291.00000000","1030411.00000000","CLOSED","REFUSE,","26"
"","","","2009-08-13 00:00:00.0","2009-08-13 13:18:28.0","2009-08-03 12:34:40.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","27","Inspect city tree","2009-08-21 00:00:00.0","3944 RUSSELL","B","Inspect City Tree","","68882","892437.00000000","1012461.00000000","CLOSED","FORESTRY,","08"
"","","","2009-08-13 00:00:00.0","2009-08-13 13:18:28.0","2009-08-03 12:34:40.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","27","Inspect city tree","2009-08-21 00:00:00.0","3944 RUSSELL","B","Inspect City Tree","","68882","892437.00000000","1012461.00000000","CLOSED","FORESTRY,","08"
"","","","2009-08-08 00:00:00.0","2009-08-08 07:19:35.0","2009-08-03 13:59:38.0","Caller Contact Info Required","","Prpty Insp Comml","55","Inspect for interior building code violations","2009-08-21 00:00:00.0","4747 NORTHLAND AV","B","Ppty Maint Code-Int","","68933","891365.00000000","1031734.00000000","CLOSED","BUILDING DIV,","04"
"WEB","","","2009-09-01 00:00:00.0","2009-09-01 12:53:48.0","2009-08-04 09:18:03.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","51","Inspect city tree","2009-08-24 00:00:00.0","5154 KENSINGTON","B","Inspect City Tree","","69122","886229.00000000","1027110.00000000","CLOSED","FORESTRY,","18"
"","St. Louis","","2009-08-17 00:00:00.0","2009-08-17 11:57:45.0","2009-08-04 16:34:59.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","05","Inspect city tree","2009-08-24 00:00:00.0","4724 VARRELMANN AVE","B","Inspect City Tree","63116","69438","887582.00000000","1000526.00000000","CLOSED","FORESTRY,","14"
"","St. Louis","2009-08-05 15:12:16.0","2009-08-05 00:00:00.0","","2009-08-05 09:27:07.0","Short Term Initiativ","","NSO Initiatives","","","2010-04-29 00:00:00.0","2508-10 UNIVERSITY ST","B","Short Term Initiativ","63107","69547","","","CANCEL","NST,","05"
"","","","2009-08-13 00:00:00.0","2009-08-13 10:26:31.0","2009-08-05 10:41:21.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","21","Inspect city tree","2009-08-25 00:00:00.0","2359 S 12TH ST","B","Inspect City Tree","","69615","902603.00000000","1008976.00000000","CLOSED","FORESTRY,","07"
"","St. Louis","","2009-08-06 00:00:00.0","2009-08-07 13:10:23.0","2009-08-05 11:28:42.0","Containr damaged","If you have a roll-out container, please leave it in the street until a Refuse maintenance crew comes to make repairs.","Graffiti","74","Container is damaged/has graffiti","2009-08-14 00:00:00.0","9166 NEWBY ST","B","Containr damaged","63137","69644","895809.00000000","1053075.00000000","CLOSED","REFUSE,","02"
"","","","2009-09-01 00:00:00.0","2009-09-01 12:19:30.0","2009-08-06 09:01:36.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2009-08-26 00:00:00.0","5009 JAMIESON","B","Inspect City Tree","","69862","874943.00000000","1002521.00000000","CLOSED","FORESTRY,","16"
"","","2015-03-09 16:13:14.177","2009-08-07 00:00:00.0","2009-08-07 13:39:33.0","2009-08-06 15:10:43.0","Weeds-Occupied Ppty","","Weeds/Grass","74","Inspect occupied property for high grass/weeds","2009-08-26 00:00:00.0","7816 N BROADWAY","B","Weeds-Occupied Ppty","","70190","897401.00000000","1046121.00000000","CANCEL","FORESTRY,","02"
"","","","2009-08-11 00:00:00.0","2009-08-11 15:09:32.0","2009-08-06 16:41:46.0","Debris-Occupied Bldg","","Trash/Debris","15","Debris on an occupied property","2009-08-26 00:00:00.0","3231-3233 MORGANFORD","B","Debris-Occupied Bldg","","70235","888169.00000000","1007348.00000000","CLOSED","FORESTRY,","10"
"","","","2009-08-11 00:00:00.0","2009-08-25 11:23:48.0","2009-08-06 16:42:11.0","Weeds-Occupied Ppty","","Weeds/Grass","15","Inspect occupied property for high grass/weeds","2009-08-26 00:00:00.0","3231-3233 MORGANFORD","B","Weeds-Occupied Ppty","","70236","888169.00000000","1007348.00000000","CLOSED","FORESTRY,","10"
"","","","2009-08-07 00:00:00.0","2009-08-14 16:01:44.0","2009-08-07 08:23:57.0","Debris-alley/street","","Trash/Debris","38","Debris dumped in the street or alley","2009-08-12 00:00:00.0","27 LENOX PL","B","Debris-alley/street","63108","70265","888579.00000000","1024654.00000000","CLOSED","REFUSE,","28"
"","","2009-08-07 14:48:40.0","","","2009-08-07 08:34:31.0","Derelict Vehicle - Private Property","","Vehicles","","Derelict vehicle on private property","2009-09-08 00:00:00.0","","B","Derelict-Privt Ppty","","70280","","","CANCEL","NST,",""
"","","","2009-08-12 00:00:00.0","2016-01-21 14:14:52.6","2009-08-07 10:17:44.0","Illegal Use, Open Storage","Any zoning code violations, including derelict vehicles, appliances, etc. on private property","Prpty Insp Exterior","44","Inspect for violation of zoning code (including open storage)","2009-08-27 00:00:00.0","1001 KUHS","B","Illegl Use-Opn Storg","","70406","875291.00000000","1019345.00000000","CLOSED","BUILDING DIV,","24"
"","","","2009-12-29 00:00:00.0","2009-12-29 11:35:39.0","2009-08-07 11:18:08.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","72","Inspect private tree - possibly hazardous","2009-08-27 00:00:00.0","5268 DAVISON","B","Inspect Private Tree","","70484","892434.00000000","1042302.00000000","CLOSED","FORESTRY,","27"
"","","","2010-04-30 00:00:00.0","2010-04-30 19:31:42.0","2009-08-07 11:33:35.0","Short Term Initiativ","","NSO Initiatives","04","","2010-05-03 00:00:00.0","6709 PARKWOOD PL.","B","Short Term Initiativ","","70506","883751.00000000","995768.00000000","CLOSED","NST,","12"
"","","","2010-04-30 00:00:00.0","2010-04-30 19:36:09.0","2009-08-07 14:02:23.0","Short Term Initiativ","","NSO Initiatives","04","","2010-05-03 00:00:00.0","4629 TYROLEAN","B","Short Term Initiativ","","70615","882259.00000000","996485.00000000","CLOSED","NST,","12"
"","","","2009-08-08 00:00:00.0","2009-08-08 20:43:30.0","2009-08-08 13:30:40.0","Signal Damaged","","Traffic Signal","59","Traffic signal damaged or facing wrong way","2009-08-13 00:00:00.0","CASS & GRAND","A","Signal Damaged","","70734","898459.00000000","1024976.00000000","CLOSED","TRAFFIC DIVISION, 511","19"
"","","","2009-09-02 00:00:00.0","2009-09-02 07:34:53.0","2009-08-10 11:32:48.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","38","Inspect city tree","2009-08-28 00:00:00.0","4354 MARYLAND AV","B","Inspect City Tree","","70971","890942.00000000","1022855.00000000","CLOSED","FORESTRY,","18"
"","","","2009-10-23 00:00:00.0","2009-10-23 16:56:07.0","2009-08-10 12:01:33.0","Citizens' Service Bureau","","Weeds/Grass","30","","2011-01-27 00:00:00.0","3023 TEXAS","B","VBS Inquiry","","71001","898610.00000000","1007345.00000000","CLOSED","CSB,","09"
"","St. Louis","","2009-08-25 00:00:00.0","2009-08-25 10:10:54.0","2009-08-10 14:58:07.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","15","Inspect private tree - possibly hazardous","2009-08-28 00:00:00.0","3920 UTAH ST","B","Inspect Private Tree","","71171","891273.00000000","1006576.00000000","CLOSED","FORESTRY,","15"
"","","","2009-08-14 00:00:00.0","2009-09-14 15:41:34.0","2009-08-11 08:52:44.0","Weeds-Vacant Bldg","Seasonal Only. Service is available from March 1 through September 30.","Weeds/Grass","59","High weeds/grass around vacant building","2009-08-31 00:00:00.0","1417 GLASGOW","B","Weeds-Vacant Bldg","","71340","900747.00000000","1023911.00000000","CLOSED","FORESTRY,","19"
"","","","2009-09-01 00:00:00.0","2009-09-01 15:04:09.0","2009-08-11 10:08:30.0","No Commercial Dumpster","","Prpty Insp Comml","05","Commercial property does not have commercial dumpster","2009-08-25 00:00:00.0","4443 GANNETT ST","B","No comml dumpster","","71441","885823.00000000","1002046.00000000","CLOSED","ENVIRONMENTAL INVESTIGATIONS,","14"
"","St. Louis","","2009-08-13 00:00:00.0","2009-08-13 16:19:51.0","2009-08-11 10:24:52.0","Debris-Occupied Bldg","","Trash/Debris","01","Debris on an occupied property","2009-08-31 00:00:00.0","501 - 503 DOVER PL","B","Debris-Occupied Bldg","63111","71453","892189.00000000","993953.00000000","CLOSED","FORESTRY,","11"
"","St. Louis","","2009-09-08 00:00:00.0","2009-10-05 11:21:36.0","2009-08-11 10:35:49.0","Repeated resident mis-use","","Trash/Debris","05","Resident improperly disposing of refuse","2009-08-25 00:00:00.0","4436 WALLACE AVE","B","Impropr resdnt displ","63116","71474","885669.00000000","1001253.00000000","CLOSED","ENVIRONMENTAL INVESTIGATIONS,","14"
"","St. Louis","","2009-09-01 00:00:00.0","2009-09-01 12:41:13.0","2009-08-11 10:47:53.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","09","Inspect city tree","2009-08-31 00:00:00.0","6597 SCANLAN AV","B","Inspect City Tree","","71490","876422.00000000","1009543.00000000","CLOSED","FORESTRY,","23"
"","St. Louis","","2009-09-01 00:00:00.0","2009-09-01 12:41:13.0","2009-08-11 10:47:53.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","09","Inspect city tree","2009-08-31 00:00:00.0","6597 SCANLAN AV","B","Inspect City Tree","","71490","876422.00000000","1009543.00000000","CLOSED","FORESTRY,","23"
"","St. Louis","","2009-09-01 00:00:00.0","2009-09-01 12:41:13.0","2009-08-11 10:47:53.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","09","Inspect city tree","2009-08-31 00:00:00.0","6597 SCANLAN AV","B","Inspect City Tree","","71490","876422.00000000","1009543.00000000","CLOSED","FORESTRY,","23"
"","St. Louis","","2009-09-01 00:00:00.0","2009-09-01 12:41:13.0","2009-08-11 10:47:53.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","09","Inspect city tree","2009-08-31 00:00:00.0","6597 SCANLAN AV","B","Inspect City Tree","","71490","876422.00000000","1009543.00000000","CLOSED","FORESTRY,","23"
"","St. Louis","2009-08-11 15:33:06.0","","","2009-08-11 15:16:41.0","Derelict Vehicle - Private Property","","Vehicles","","Derelict vehicle on private property","2009-09-10 00:00:00.0","6100 LOUISIANA AVE","B","Derelict-Privt Ppty","63111","71773","","","CANCEL","NST,",""
"","St. Louis","","2009-09-02 00:00:00.0","2009-09-02 07:35:15.0","2009-08-11 15:38:12.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","54","Inspect city tree","2009-08-31 00:00:00.0","4680 PAGE BLVD","B","Inspect City Tree","63113","71800","890073.00000000","1028471.00000000","CLOSED","FORESTRY,","18"
"","St. Louis","","2009-09-01 00:00:00.0","2009-09-01 12:32:34.0","2009-08-12 10:01:12.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","02","Inspect city tree","2009-09-01 00:00:00.0","8210 MICHIGAN AVE","B","Inspect City Tree","63111","72008","887201.00000000","987214.00000000","CLOSED","FORESTRY,","11"
"","St. Louis","","2009-08-13 00:00:00.0","2009-08-14 16:29:11.0","2009-08-12 15:52:24.0","Cntnr knocking wires","Trash, yard waster, or recycling container is knocking overhead wires when it is emptied by truck.","Trash/Debris","15","Container is knocking overhead wires","2009-08-19 00:00:00.0","4337 WYOMING ST","B","Cntnr knocking wires","63116","72364","887875.00000000","1007856.00000000","CLOSED","REFUSE,","10"
"","","2009-08-12 16:54:12.0","2009-08-12 00:00:00.0","","2009-08-12 16:29:35.0","Short Term Initiativ","","NSO Initiatives","","","2010-05-06 00:00:00.0","5366 MAGNOLIA AV","B","Short Term Initiativ","","72395","","","CANCEL","NST,",""
"","St. Louis","","2009-08-18 00:00:00.0","2009-08-18 07:13:41.0","2009-08-13 08:54:38.0","Animal(s) Surrender","","Animals","56","Citizen wishes to surrender animal","2009-08-24 00:00:00.0","3132 WHITTIER ST","B","Animal(s) Surrender","","72478","897040.00000000","1030704.00000000","CLOSED","ANIMAL CARE,","04"
"WEB","","","2009-08-20 00:00:00.0","2009-08-25 11:36:18.0","2009-08-13 09:37:46.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","01","Inspect private tree - possibly hazardous","2009-09-02 00:00:00.0","117 FILLMORE","B","Inspect Private Tree","","72521","893123.00000000","992638.00000000","CLOSED","FORESTRY,","11"
