"CALLERTYPE","CITY","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","DESCRIPTION","EXPLANATION","GROUP","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBADDRESS","PROBADDTYPE","PROBLEMCODE","PROBZIP","REQUESTID","SRX","SRY","STATUS","SUBMITTO","WARD"
"","","","2012-12-17 17:02:21.0","2013-06-12 15:44:23.453","2012-08-28 16:38:29.0","Caller Name/# required","","Animals","68","Report stray cat(s)","2012-09-07 00:00:00.0","4170 FARLIN AVE","B","Stray Cat","","418695","897541.00000000","1032969.00000000","CLOSED","TNR,","21"
"","","","2012-09-14 10:25:37.0","2012-09-14 10:26:26.0","2012-08-28 16:38:33.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","63","Inspect city tree","2012-10-04 00:00:00.0","1929 HEBERT","B","Inspect City Tree","","418696","905644.00000000","1027465.00000000","CLOSED","FORESTRY,","03"
"","St. Louis","","2012-09-07 16:52:30.0","2013-05-06 11:52:12.0","2012-08-28 17:26:29.0","Derelict Vehicle - Private Property","","Vehicles","70","Derelict vehicle on private property","2012-09-27 00:00:00.0","4311 DARBY ST","B","Derelict-Privt Ppty","","418721","885299.00000000","1041112.00000000","CLOSED","NST,","22"
"WEB","St. Louis","","2013-06-11 16:29:35.46","2013-06-11 16:29:44.82","2012-08-29 07:24:45.0","Caller Name/# required","","Animals","29","Report stray cat(s)","2012-09-10 00:00:00.0","1401 -1465  S GRAND BLVD","B","Stray Cat","63104","418758","894843.00000000","1015248.00000000","CLOSED","TNR,","17"
"WEB","St. Louis","","2012-09-10 14:49:51.0","2012-09-10 14:49:51.0","2012-08-29 07:43:10.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","19","Inspect city tree","2012-09-19 00:00:00.0","3525 CALIFORNIA AV","B","Inspect City Tree","63118","418761","897129.00000000","1004281.00000000","CLOSED","FORESTRY,","20"
"","St. Louis","","2012-08-29 08:50:29.0","2012-12-20 09:47:00.0","2012-08-29 08:49:24.0","Weeds-Vacant Lot","Seasonal Only. Service is available from March 1 through September 30.","Weeds/Grass","05","High weeds/grass on vacant lot","2012-09-19 00:00:00.0","5000 - 5008 GRAVOIS AVE","B","Weeds-Vacant Lot","63116","418801","886588.00000000","1000310.00000000","CLOSED","FORESTRY,","14"
"","St. Louis","","2012-08-29 09:49:17.0","2012-08-29 09:49:33.0","2012-08-29 09:49:16.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","01","Inspect city tree","2012-09-19 00:00:00.0","5625 PENNSYLVANIA","B","Inspect City Tree","","418852","893516.00000000","993561.00000000","CLOSED","FORESTRY,","11"
"","St. Louis","","2012-08-29 10:04:50.0","2012-08-29 10:05:14.0","2012-08-29 10:04:48.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","42","Inspect city tree","2012-09-19 00:00:00.0","1184 HAMPTON","B","Inspect City Tree","","418872","","","CLOSED","FORESTRY,","24"
"","St. Louis","","2012-08-29 10:05:50.0","2012-08-29 10:06:17.0","2012-08-29 10:05:48.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","11","Inspect city tree","2012-09-19 00:00:00.0","6267 MAGNOLIA","B","Inspect City Tree","","418874","878816.00000000","1011842.00000000","CLOSED","FORESTRY,","24"
"WEB","St. Louis","","2012-08-29 10:05:50.0","2012-08-29 10:06:17.0","2012-08-29 10:05:48.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","11","Inspect city tree","2012-09-19 00:00:00.0","6267 MAGNOLIA","B","Inspect City Tree","","418874","878816.00000000","1011842.00000000","CLOSED","FORESTRY,","24"
"","St. Louis","","2012-08-29 10:10:35.0","2012-08-29 10:15:38.0","2012-08-29 10:10:33.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","42","Inspect city tree","2012-09-19 00:00:00.0","1206 GRAHAM","B","Inspect City Tree","","418880","879864.00000000","1017683.00000000","CLOSED","FORESTRY,","24"
"","St. Louis","","2012-08-29 10:22:53.0","2012-08-29 10:23:33.0","2012-08-29 10:22:51.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","48","Inspect city tree","2012-09-19 00:00:00.0","5669 DELMAR","B","Inspect City Tree","","418891","881699.00000000","1027174.00000000","CLOSED","FORESTRY,","26"
"","St. Louis","","2012-08-29 10:30:44.0","2012-08-29 10:31:02.0","2012-08-29 10:30:43.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","55","Inspect city tree","2012-09-19 00:00:00.0","4951 COTE BRILLIANTE","B","Inspect City Tree","","418907","889183.00000000","1031185.00000000","CLOSED","FORESTRY,","01"
"","St. Louis","","2012-08-29 10:42:53.0","2012-08-29 10:43:17.0","2012-08-29 10:42:52.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","46","Inspect city tree","2012-09-19 00:00:00.0","5788 DEGIVERVILLE AV","B","Inspect City Tree","","418930","880531.00000000","1025556.00000000","CLOSED","FORESTRY,","28"
"","St. Louis","","2012-08-29 10:46:15.0","2012-08-29 10:46:41.0","2012-08-29 10:46:13.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","15","Inspect city tree","2012-09-19 00:00:00.0","4036 PARKER","B","Inspect City Tree","","418937","890223.00000000","1006036.00000000","CLOSED","FORESTRY,","15"
"","St. Louis","","2012-08-29 10:47:25.0","2012-08-29 10:47:45.0","2012-08-29 10:47:23.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","15","Inspect city tree","2012-09-19 00:00:00.0","4000 PARKER AV","B","Inspect City Tree","","418940","890490.00000000","1006001.00000000","CLOSED","FORESTRY,","15"
"","St. Louis","","2012-08-29 10:51:47.0","2012-08-29 10:52:05.0","2012-08-29 10:51:46.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2012-09-19 00:00:00.0","6627 DEVONSHIRE","B","Inspect City Tree","","418948","875565.00000000","1003565.00000000","CLOSED","FORESTRY,","16"
"","St. Louis","","2012-08-29 10:52:37.0","2012-08-29 10:52:53.0","2012-08-29 10:52:36.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2012-09-19 00:00:00.0","6626 DEVONSHIRE","B","Inspect City Tree","","418951","875669.00000000","1003408.00000000","CLOSED","FORESTRY,","16"
"WEB","St. Louis","","2012-08-29 10:52:37.0","2012-08-29 10:52:53.0","2012-08-29 10:52:36.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2012-09-19 00:00:00.0","6626 DEVONSHIRE","B","Inspect City Tree","","418951","875669.00000000","1003408.00000000","CLOSED","FORESTRY,","16"
"","St. Louis","","2012-08-29 10:58:02.0","2012-08-29 10:58:27.0","2012-08-29 10:58:01.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","31","Inspect city tree","2012-09-19 00:00:00.0","2904 HENRIETTA","B","Inspect City Tree","","418962","897944.00000000","1013363.00000000","CLOSED","FORESTRY,","06"
"","St. Louis","","2012-08-29 11:02:37.0","2012-08-29 11:02:58.0","2012-08-29 11:02:35.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","68","Inspect city tree","2012-09-19 00:00:00.0","4582 CLARENCE","B","Inspect City Tree","","418973","898894.00000000","1036429.00000000","CLOSED","FORESTRY,","21"
"","St. Louis","","2012-08-29 11:03:44.0","2012-08-29 11:04:22.0","2012-08-29 11:03:42.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","45","Inspect city tree","2012-09-19 00:00:00.0","665 SKINKER","B","Inspect City Tree","","418975","876225.00000000","1021164.00000000","CLOSED","FORESTRY,","28"
"","St. Louis","","2012-08-29 11:07:17.0","2012-08-29 11:07:46.0","2012-08-29 11:07:15.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","16","Inspect city tree","2012-09-19 00:00:00.0","3129 OSAGE OPP","B","Inspect City Tree","","418981","895089.00000000","1001628.00000000","CLOSED","FORESTRY,","20"
"","St. Louis","","2012-08-29 11:08:14.0","2012-08-29 11:08:40.0","2012-08-29 11:08:12.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","19","Inspect city tree","2012-09-19 00:00:00.0","3438-40 OHIO","B","Inspect City Tree","","418982","898042.00000000","1004641.00000000","CLOSED","FORESTRY,","20"
"","St. Louis","","2012-08-29 11:10:42.0","2012-08-29 11:11:06.0","2012-08-29 11:09:30.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","12","Inspect city tree","2012-09-19 00:00:00.0","5321 PATTISON","B","Inspect City Tree","","418984","884458.00000000","1014543.00000000","CLOSED","FORESTRY,","10"
"","St. Louis","","2012-08-29 11:14:37.0","2012-08-29 11:14:57.0","2012-08-29 11:14:35.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","15","Inspect city tree","2012-09-19 00:00:00.0","4000 PARKER AV","B","Inspect City Tree","","418991","890592.00000000","1006165.00000000","CLOSED","FORESTRY,","15"
"","St. Louis","","2012-08-29 11:15:40.0","2012-08-29 11:16:06.0","2012-08-29 11:15:39.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","19","Inspect city tree","2012-09-19 00:00:00.0","3626 OREGON","B","Inspect City Tree","","418992","896884.00000000","1003615.00000000","CLOSED","FORESTRY,","20"
"","St. Louis","","2012-08-29 11:18:28.0","2012-08-29 11:19:05.0","2012-08-29 11:18:26.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","68","Inspect city tree","2012-09-19 00:00:00.0","4219 SACRAMENTO","B","Inspect City Tree","","418999","897216.00000000","1032298.00000000","CLOSED","FORESTRY,","21"
"","St. Louis","","2012-08-29 11:21:35.0","2012-08-29 11:21:50.0","2012-08-29 11:21:34.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","74","Inspect city tree","2012-09-19 00:00:00.0","8200 FREDERICK","B","Inspect City Tree","","419001","896358.00000000","1047867.00000000","CLOSED","FORESTRY,","02"
"WEB","St. Louis","","2012-09-12 09:48:36.0","2012-09-12 09:48:36.0","2012-08-29 11:49:44.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","05","Inspect private tree - possibly hazardous","2012-09-19 00:00:00.0","5159 DRESDEN","B","Inspect Private Tree","63116","419032","884577.00000000","1000195.00000000","CLOSED","FORESTRY,","14"
"","St. Louis","","2012-08-29 13:00:08.0","2012-08-29 13:00:45.0","2012-08-29 13:00:07.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","58","Inspect city tree","2012-09-19 00:00:00.0","4154 ENRIGHT","B","Inspect City Tree","","419070","893399.00000000","1024470.00000000","CLOSED","FORESTRY,","18"
"","","","2012-09-06 10:01:13.0","2012-09-06 10:01:13.0","2012-08-29 13:25:16.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","03","Inspect city tree","2012-09-19 00:00:00.0","4024 BURGEN AVE","B","Inspect City Tree","","419087","887495.00000000","997362.00000000","CLOSED","FORESTRY,","13"
"","St. Louis","","2012-09-10 15:06:42.0","2012-09-10 15:06:42.0","2012-08-29 13:49:29.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","16","Inspect city tree","2012-09-19 00:00:00.0","3931 VIRGINIA AVE","B","Inspect City Tree","","419100","894422.13000000","1001951.40000000","CLOSED","FORESTRY,","20"
"","St. Louis","","2012-08-31 12:24:54.0","2012-08-31 12:24:54.0","2012-08-29 13:50:56.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","16","Inspect city tree","2012-09-19 00:00:00.0","3334 LIBERTY ST","B","Inspect City Tree","","419101","893002.00000000","996961.00000000","CLOSED","FORESTRY,","25"
"","St. Louis","","2012-08-31 08:49:13.0","2012-08-31 09:28:41.0","2012-08-29 13:57:10.0","Weeds-Vacant Lot","Seasonal Only. Service is available from March 1 through September 30.","Weeds/Grass","36","High weeds/grass on vacant lot","2012-09-19 00:00:00.0","2135 WASHINGTON AVE","B","Weeds-Vacant Lot","63103","419105","902941.00000000","1020160.00000000","CLOSED","FORESTRY,","19"
"","","","2012-09-06 14:55:22.0","2012-09-06 15:03:15.0","2012-08-29 14:23:07.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","09","Inspect city tree","2012-09-26 00:00:00.0","3715 JAMIESON","B","Inspect City Tree","","419129","874726.00000000","1006244.00000000","CLOSED","FORESTRY,","23"
"","St. Louis","","2012-09-06 09:50:41.0","2012-09-06 09:50:41.0","2012-08-29 15:32:43.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","01","Inspect city tree","2012-09-19 00:00:00.0","5903 MICHIGAN AVE","B","Inspect City Tree","63111","419176","892516.00000000","993389.00000000","CLOSED","FORESTRY,","11"
"","","","2012-09-05 10:27:44.0","2012-09-05 10:27:44.0","2012-08-29 15:46:06.0","Enforce Ordinace","","Animals","25","Pet owner is not complying with animal laws","2012-09-19 00:00:00.0","3542 HUMPHREY ST","B","Enforce Ordinace","","419181","893788.00000000","1006656.00000000","CLOSED","ANIMAL CARE,","08"
"WEB","St. Louis","","2012-09-06 09:56:09.0","2012-09-06 09:56:09.0","2012-08-29 16:03:38.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","09","Inspect city tree","2012-09-19 00:00:00.0","6745 ARTHUR AV","B","Inspect City Tree","63139","419192","875685.00000000","1008330.00000000","CLOSED","FORESTRY,","23"
"","","2012-08-30 07:55:49.0","","","2012-08-29 20:02:18.0","NOTIFY 657-1500","","Animals","","Bats reported in living area","2012-09-06 00:00:00.0","5029 ALASKA","B","Bats","","419220","","","CANCEL","CSB,",""
"","","","2013-06-11 17:19:40.123","2013-06-11 17:19:40.123","2012-08-30 08:29:02.0","Caller Name/# required","","Animals","26","Report stray cat(s)","2012-09-11 00:00:00.0","3450 RUSSELL","B","Stray Cat","","419263","895156.00000000","1011999.00000000","CLOSED","TNR,","06"
"","St. Louis","","2012-08-30 09:39:17.0","2012-08-30 09:39:33.0","2012-08-30 09:39:15.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","16","Inspect city tree","2012-09-20 00:00:00.0","4051-55 PENNSYLVANIA","B","Inspect City Tree","","419301","895633.00000000","1000872.00000000","CLOSED","FORESTRY,","20"
"","","","2012-09-20 08:52:33.0","2012-09-20 08:52:33.0","2012-08-30 09:45:08.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","51","Inspect city tree","2012-09-20 00:00:00.0","5108 RAYMOND AVE","B","Inspect City Tree","","419313","886851.00000000","1028221.00000000","CLOSED","FORESTRY,","18"
"","St. Louis","","2012-08-31 22:53:26.0","2012-09-05 22:55:27.0","2012-08-30 10:26:14.0","Street Department","","Miscellaneous","09","Miscellaneous, Street Dept.","2012-09-20 00:00:00.0","6612 LINDENWOOD AVE","B","Misc-Street Dept","","419346","876008.00000000","1005556.00000000","CLOSED","STREET DEPT, 510","23"
"","St. Louis","","2013-05-02 13:53:15.72","2013-05-02 13:53:15.72","2012-08-30 10:38:05.0","Enforce Ordinace","","Animals","22","Pet owner is not complying with animal laws","2012-09-20 00:00:00.0","3319 SALENA ST","B","Enforce Ordinace","","419358","900278.00000000","1005189.00000000","CLOSED","ANIMAL CARE,","09"
"","St. Louis","2015-04-21 11:16:13.273","2012-09-10 15:24:11.0","","2012-08-30 10:43:39.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","06","Inspect city tree","2012-09-20 00:00:00.0","5400 BLOW ST","B","Inspect City Tree","","419362","879478.00000000","997186.00000000","CANCEL","FORESTRY,","12"
"","St. Louis","","2012-09-05 08:15:38.0","2012-09-19 16:13:59.0","2012-08-30 11:02:21.0","Debris-Vacant Lot","","Trash/Debris","58","Debris on a vacant lot","2012-09-20 00:00:00.0","3940 COOK AVE","B","Debris-Vacant Lot","","419375","895529.00000000","1024940.00000000","CLOSED","FORESTRY,","18"
"","","","2012-09-10 15:01:14.0","2012-09-10 15:01:14.0","2012-08-30 11:07:01.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","25","Inspect city tree","2012-09-20 00:00:00.0","3449 HARTFORD AVE","B","Inspect City Tree","","419380","894614.00000000","1008048.00000000","CLOSED","FORESTRY,","08"
"","","","2012-08-30 13:03:21.0","2013-05-06 11:52:12.0","2012-08-30 12:25:53.0","Derelict Vehicle - Private Property","","Vehicles","74","Derelict vehicle on private property","2012-10-01 00:00:00.0","1128 RIVERVIEW BLVD","B","Derelict-Privt Ppty","","419421","895235.00000000","1051987.00000000","CLOSED","NST,","02"
"WEB","St. Louis","","2012-09-12 09:49:23.0","2012-09-12 09:50:07.0","2012-08-30 13:39:49.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","15","Inspect city tree","2012-10-02 00:00:00.0","4226 MERAMEC ST","B","Inspect City Tree","63116","419452","888173.00000000","1003905.00000000","CLOSED","FORESTRY,","15"
"","","","2012-09-20 08:45:08.0","2012-09-20 08:45:08.0","2012-08-30 14:47:41.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","74","Inspect city tree","2012-09-20 00:00:00.0","8542 CHURCH RD","B","Inspect City Tree","","419506","896441.00000000","1049849.00000000","CLOSED","FORESTRY,","02"
"","","","2012-09-17 08:32:04.0","2012-09-17 08:32:04.0","2012-08-30 15:07:46.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2012-09-20 00:00:00.0","6337 BANCROFT AVE","B","Inspect City Tree","","419514","877876.00000000","1004551.00000000","CLOSED","FORESTRY,","16"
"","","","2012-09-10 14:40:01.0","2011-01-26 14:45:12.0","2012-08-30 15:42:26.0","Vacant Building, Unsecured","","Prpty Insp Exterior","76","Vacant building needs to be boarded up","2012-09-20 00:00:00.0","6033 EMMA","B","Vacnt Bldg Unsecured","","419524","890203.00000000","1046050.00000000","CLOSED","BUILDING DIV,","27"
"","","","2012-09-10 14:40:01.0","2011-01-26 14:45:12.0","2012-08-30 15:42:26.0","Vacant Building, Unsecured","","Prpty Insp Exterior","76","Vacant building needs to be boarded up","2012-09-20 00:00:00.0","6033 EMMA","B","Vacnt Bldg Unsecured","","419524","890203.00000000","1046050.00000000","CLOSED","BUILDING DIV,","27"
"WEB","","","2012-09-10 14:40:01.0","2011-01-26 14:45:12.0","2012-08-30 15:42:26.0","Vacant Building, Unsecured","","Prpty Insp Exterior","76","Vacant building needs to be boarded up","2012-09-20 00:00:00.0","6033 EMMA","B","Vacnt Bldg Unsecured","","419524","890203.00000000","1046050.00000000","CLOSED","BUILDING DIV,","27"
"WEB","","","2012-09-10 14:40:01.0","2011-01-26 14:45:12.0","2012-08-30 15:42:26.0","Vacant Building, Unsecured","","Prpty Insp Exterior","76","Vacant building needs to be boarded up","2012-09-20 00:00:00.0","6033 EMMA","B","Vacnt Bldg Unsecured","","419524","890203.00000000","1046050.00000000","CLOSED","BUILDING DIV,","27"
"","","","2012-09-10 14:40:01.0","2011-01-26 14:45:12.0","2012-08-30 15:42:26.0","Vacant Building, Unsecured","","Prpty Insp Exterior","76","Vacant building needs to be boarded up","2012-09-20 00:00:00.0","6033 EMMA","B","Vacnt Bldg Unsecured","","419524","890203.00000000","1046050.00000000","CLOSED","BUILDING DIV,","27"
"","","","2015-10-08 15:39:02.903","2012-08-30 16:12:21.0","2012-08-30 15:56:04.0","Pull Illegal Sign","","NSO Initiatives","05","Pull illegal sign in tree lawn","2012-08-30 00:00:00.0","4640 MORGANFORD","B","Pull Illegal Sign","","419532","887060.00000000","1001460.00000000","CLOSED","NST,","14"
"WEB","St. Louis","","2012-09-06 10:53:06.0","2012-09-10 10:53:06.0","2012-08-31 02:15:47.0","Recycling not collec","","Recycling","42","Recycling (residential) not collected","2012-09-06 00:00:00.0","6215 WADE AVE","B","Recycling not collec","","419592","879895.00000000","1016449.00000000","CLOSED","REFUSE,","24"
"","St. Louis","","2012-08-30 09:40:50.0","2018-07-16 09:49:20.17","2012-08-31 04:12:21.0","Sign needs attention","Select this option for non-critical signs (street cleaning, no parking, etc.)","Street Sign/Painting","19","Traffic sign needs repair","2012-10-15 00:00:00.0","3137 MIAMI ST","A","Sign needs attention","","419607","895502.00000000","1004159.00000000","CLOSED","TRAFFIC DIVISION, 511","20"
"","","","2015-03-31 15:28:18.463","2015-03-31 15:28:18.463","2012-08-31 09:00:55.0","VACANT BLDG INITIV","","NSO Initiatives","26","","2012-10-15 00:00:00.0","3321 SHENANDOAH","B","VACANT BLDG INITIV","","419665","895693.00000000","1010884.00000000","CLOSED","PPU CITY COUNSELOR,","06"
"","St. Louis","","2012-10-03 08:44:32.0","2012-10-03 08:44:32.0","2012-08-31 09:30:31.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2012-09-21 00:00:00.0","6740 DEVONSHIRE AVE","B","Inspect City Tree","","419686","874523.00000000","1002702.00000000","CLOSED","FORESTRY,","16"
"PHONE","","","2012-09-20 08:46:13.0","2012-09-20 08:46:13.0","2012-08-31 09:40:09.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","52","Inspect city tree","2013-05-28 00:00:00.0","5236 LEXINGTON AVE","B","Inspect City Tree","","419705","889116.00000000","1035436.00000000","CLOSED","FORESTRY,","01"
"","St. Louis","","2012-09-20 10:37:50.0","2013-05-06 12:01:02.0","2012-08-31 10:12:12.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","60","Inspect private tree - possibly hazardous","2012-09-21 00:00:00.0","2314 UNIVERSITY ST","B","Inspect Private Tree","63107","419727","903740.00000000","1026755.00000000","CLOSED","FORESTRY,","05"
"","St. Louis","","2012-09-17 09:48:11.0","2012-09-19 09:48:11.0","2012-08-31 13:03:20.0","Containr damaged","If you have a roll-out container, please leave it in the street until a Refuse maintenance crew comes to make repairs.","Graffiti","01","Container is damaged/has graffiti","2012-09-06 00:00:00.0","6702 MICHIGAN","B","Containr damaged","63111","419839","890758.00000000","991217.00000000","CLOSED","REFUSE,","11"
"","","","2012-09-04 00:00:00.0","2012-09-05 22:43:11.0","2012-08-31 13:20:37.0","Sidewalk Repair","","Disability Issues","21","Inspect sidewalk/request to be added to 50-50 sidewalk repair program","2012-09-21 00:00:00.0","1731 S 7TH ST","B","Sidewalk Repair","","419854","905511.00000000","1010719.00000000","CLOSED","STREET DEPT, 510","07"
